project,bug_id,type,bug_report_id,revision_id,revision_date,bug_report_url,root_causes_count,modified_sources_count,root_causes,modified_sources,error
Closure,104,functional,114,67289ae4cbaba3ae70cd2e8fb92f3f2898039dfb,2010-02-22 22:55:41 +0000,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-114.json,1,1,com.google.javascript.rhino.jstype.UnionTypeTest::testGreatestSubtypeUnionTypes5: junit.framework.AssertionFailedError: expected:<NoObject> but was:<None>,com.google.javascript.rhino.jstype.UnionType,
Closure,105,functional,106,113a08f59e8116fb11a7d4ceb11d5bb09b74ac3c,2010-02-09 21:33:10 +0000,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-106.json,1,1,com.google.javascript.jscomp.FoldConstantsTest::testStringJoinAdd: junit.framework.AssertionFailedError:,com.google.javascript.jscomp.FoldConstants,
Closure,106,functional,19,e609670bb56e0c7216c9476a5f6a5594e7f1acdb,2009-11-12 20:02:06 +0000,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-19.json,4,2,com.google.javascript.jscomp.CheckSideEffectsTest::testJSDocComments: junit.framework.AssertionFailedError: Unexpected error(s): JSC_USELESS_CODE. Suspicious code. This code lacks side-effects. Is there a bug? at testcode line 1 expected:<0> but was:<1>; com.google.javascript.jscomp.CollapsePropertiesTest::testTwinReferenceCancelsChildCollapsing: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.CollapsePropertiesTest::testCrashInNestedAssign: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.CollapsePropertiesTest::testCrashInCommaOperator: java.lang.IllegalArgumentException,com.google.javascript.jscomp.GlobalNamespace; com.google.javascript.rhino.JSDocInfoBuilder,
Closure,107,functional,1135,49e9565febba904484396e2aef7dbe86f55e9cc5,2013-11-25 21:36:40 -0500,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1135.json,1,1,com.google.javascript.jscomp.CommandLineRunnerTest::testGetMsgWiringNoWarnings: junit.framework.AssertionFailedError: Expected no warnings or errors,com.google.javascript.jscomp.CommandLineRunner,
Closure,109,functional,1105,7d26b7bcae8311f3c032bae3f1df27b590a4c174,2013-11-08 00:06:42 -0500,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1105.json,2,1,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testStructuralConstructor2: junit.framework.AssertionFailedError: extra warning: Bad type annotation. type not recognized due to syntax error; com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testStructuralConstructor3: junit.framework.AssertionFailedError: extra warning: Bad type annotation. type not recognized due to syntax error,com.google.javascript.jscomp.parsing.JsDocInfoParser,
Closure,110,functional,1111,13fb7fcbcad87f8df63535491627bf7b01471064,2013-10-24 10:53:13 -0400,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1111.json,2,2,com.google.javascript.jscomp.ScopedAliasesTest::testHoistedFunctionDeclaration: junit.framework.AssertionFailedError: Unexpected error(s): JSC_GOOG_SCOPE_NON_ALIAS_LOCAL. The local variable f is in a goog.scope and is not an alias. at testcode line 1 : 39 expected:<0> but was:<1>; com.google.javascript.jscomp.ScopedAliasesTest::testFunctionDeclaration: junit.framework.AssertionFailedError: Unexpected error(s): JSC_GOOG_SCOPE_NON_ALIAS_LOCAL. The local variable f is in a goog.scope and is not an alias. at testcode line 1 : 41 expected:<0> but was:<1>,com.google.javascript.jscomp.ScopedAliases; com.google.javascript.rhino.Node,
Closure,111,functional,1114,6f981f77e5bd9e2eecbd851a2a02933cdb9af0d8,2013-10-23 00:47:12 -0400,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1114.json,1,1,com.google.javascript.jscomp.ClosureReverseAbstractInterpreterTest::testGoogIsArray2: junit.framework.AssertionFailedError: Expected: Array,com.google.javascript.jscomp.type.ClosureReverseAbstractInterpreter,
Closure,112,functional,1058,b168c8822b2d3d12515ec6477812674c8805bcf3,2013-10-08 16:18:27 -0700,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1058.json,2,1,com.google.javascript.jscomp.TypeCheckTest::testIssue1058: junit.framework.AssertionFailedError: unexpected warnings(s):; com.google.javascript.jscomp.TypeCheckTest::testTemplatized11: junit.framework.AssertionFailedError: unexpected warnings(s):,com.google.javascript.jscomp.TypeInference,
Closure,113,functional,1079,0fb76a81bbdd8ab84a00b8be2099abfb83c88668,2013-10-04 16:50:10 -0700,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1079.json,1,1,"com.google.javascript.jscomp.VarCheckTest::testNoUndeclaredVarWhenUsingClosurePass: junit.framework.AssertionFailedError: There should be one error. required ""namespace.Class1"" namespace never provided",com.google.javascript.jscomp.ProcessClosurePrimitives,
Closure,114,functional,1085,5f03c6817341d39d8dead76c7511fd6bb0b9009f,2013-10-03 18:21:15 -0700,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1085.json,1,1,com.google.javascript.jscomp.NameAnalyzerTest::testAssignWithCall: junit.framework.AssertionFailedError:,com.google.javascript.jscomp.NameAnalyzer,
Closure,115,functional,1101,4597738e8898f738c1f969fe90479728be81cc80,2013-10-01 16:59:46 -0700,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1101.json,5,1,com.google.javascript.jscomp.InlineFunctionsTest::testBug4944818: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.InlineFunctionsTest::testDoubleInlining1: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.InlineFunctionsTest::testNoInlineIfParametersModified8: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.InlineFunctionsTest::testNoInlineIfParametersModified9: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions6: junit.framework.AssertionFailedError:,com.google.javascript.jscomp.FunctionInjector,
Closure,116,functional,1101,b80dfd3b0e5e4b490b7afb469320d18bac4520b4,2013-10-01 16:59:25 -0700,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1101.json,8,1,com.google.javascript.jscomp.FunctionInjectorTest::testIssue1101a: junit.framework.AssertionFailedError: expected:<NO> but was:<YES>; com.google.javascript.jscomp.FunctionInjectorTest::testIssue1101b: junit.framework.AssertionFailedError: expected:<NO> but was:<YES>; com.google.javascript.jscomp.InlineFunctionsTest::testBug4944818: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.InlineFunctionsTest::testDoubleInlining2: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.InlineFunctionsTest::testIssue1101: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.InlineFunctionsTest::testInlineIfParametersModified8: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.InlineFunctionsTest::testInlineIfParametersModified9: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions6: junit.framework.AssertionFailedError:,com.google.javascript.jscomp.FunctionInjector,
Closure,118,functional,1024,f17961ae4d3d7cf5ea291d82804239982d009ef7,2013-08-26 10:00:28 -0700,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1024.json,2,1,com.google.javascript.jscomp.DisambiguatePropertiesTest::testOneType4: junit.framework.ComparisonFailure: expected:<{[]}> but was:<{[a=[[Foo.prototype]]]}>; com.google.javascript.jscomp.DisambiguatePropertiesTest::testTwoTypes4: junit.framework.AssertionFailedError:,com.google.javascript.jscomp.DisambiguateProperties,
Closure,119,functional,1070,046e0b226e963bc584c2a6cd3c2b471777c5cc53,2013-08-26 12:47:25 -0400,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1070.json,1,1,com.google.javascript.jscomp.CheckGlobalNamesTest::testGlobalCatch: junit.framework.AssertionFailedError: Unexpected warning(s): JSC_UNDEFINED_NAME. e is never defined at testcode line 1 : 48,com.google.javascript.jscomp.GlobalNamespace,
Closure,120,functional,1053,0123fd5303c85d0d26add64aa2e19fee33f73aaa,2013-08-13 18:28:20 -0700,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1053.json,1,1,com.google.javascript.jscomp.InlineVariablesTest::testExternalIssue1053: junit.framework.AssertionFailedError:,com.google.javascript.jscomp.ReferenceCollectingCallback,
Closure,121,functional,1053,2aee36e667526ff8b0b5e6dad66506acee920ea6,2013-08-12 16:08:47 -0700,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1053.json,1,1,com.google.javascript.jscomp.InlineVariablesTest::testExternalIssue1053: junit.framework.AssertionFailedError:,com.google.javascript.jscomp.InlineVariables,
Closure,122,functional,1037,a8a456b183c9600658bcb0c72091bae1a30a4fda,2013-07-12 16:19:23 -0700,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1037.json,3,1,com.google.javascript.jscomp.parsing.ParserTest::testSuspiciousBlockCommentWarning3: junit.framework.AssertionFailedError; com.google.javascript.jscomp.parsing.ParserTest::testSuspiciousBlockCommentWarning4: junit.framework.AssertionFailedError; com.google.javascript.jscomp.parsing.ParserTest::testSuspiciousBlockCommentWarning5: junit.framework.AssertionFailedError,com.google.javascript.jscomp.parsing.IRFactory,
Closure,124,functional,1017,e7f4269d0289f4d47217207ec456219db8efe47c,2013-06-05 16:45:35 -0700,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1017.json,1,1,com.google.javascript.jscomp.ExploitAssignsTest::testIssue1017: junit.framework.AssertionFailedError:,com.google.javascript.jscomp.ExploitAssigns,
Closure,126,functional,936,bd2803b6d9ab600906b262ae51cb3591160b5f3c,2013-03-22 17:55:49 -0700,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-936.json,2,1,com.google.javascript.jscomp.MinimizeExitPointsTest::testDontRemoveBreakInTryFinally: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.MinimizeExitPointsTest::testFunctionReturnOptimization: junit.framework.AssertionFailedError:,com.google.javascript.jscomp.MinimizeExitPoints,
Closure,127,functional,936,211dc0161ae737f59cac22f30b048d56a059d14b,2013-03-22 17:55:47 -0700,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-936.json,6,1,com.google.javascript.jscomp.UnreachableCodeEliminationTest::testIssue4177428_return: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.UnreachableCodeEliminationTest::testDontRemoveBreakInTryFinally: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.UnreachableCodeEliminationTest::testIssue4177428_continue: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.UnreachableCodeEliminationTest::testDontRemoveBreakInTryFinallySwitch: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.UnreachableCodeEliminationTest::testIssue4177428a: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.UnreachableCodeEliminationTest::testIssue4177428c: junit.framework.AssertionFailedError:,com.google.javascript.jscomp.UnreachableCodeElimination,
Closure,129,functional,937,79a8906570f44e5f519282bd32595985ed089aed,2013-03-20 09:48:25 -0700,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-937.json,1,1,com.google.javascript.jscomp.IntegrationTest::testIssue937: junit.framework.AssertionFailedError:,com.google.javascript.jscomp.PrepareAst,
Closure,130,functional,931,9fac3ccd2fa9e6137584f079db1a6f5962a65cf4,2013-02-27 15:08:53 -0800,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-931.json,1,1,com.google.javascript.jscomp.CollapsePropertiesTest::testIssue931: junit.framework.AssertionFailedError:,com.google.javascript.jscomp.CollapseProperties,
Closure,131,functional,921,7f6700e2b54af3af409f3e8851a0d98a72beef4b,2013-02-26 17:18:25 -0800,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-921.json,2,1,com.google.javascript.jscomp.ConvertToDottedPropertiesTest::testQuotedProps: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.ConvertToDottedPropertiesTest::testDoNotConvert: junit.framework.AssertionFailedError:,com.google.javascript.rhino.TokenStream,
Closure,132,functional,925,5b9485903b5e7d926f49dc91b915a256df92591c,2013-02-25 10:05:04 -0800,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-925.json,1,1,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntaxTest::testIssue925: junit.framework.AssertionFailedError:,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,
Closure,134,functional,86,6d374c3ee4c9c2651ffb44048924e127fd2bf37c,2010-01-08 21:41:36 +0000,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-86.json,2,2,com.google.javascript.jscomp.AmbiguatePropertiesTest::testImplementsAndExtends: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.TypeCheckTest::testIssue86: junit.framework.AssertionFailedError: expected a warning,com.google.javascript.jscomp.AmbiguateProperties; com.google.javascript.jscomp.TypedScopeCreator,
Closure,135,functional,59,d1f25380b5d74c5303533491e36ae4b33a50e2da,2010-02-05 18:31:28 +0000,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-59.json,2,2,"com.google.javascript.jscomp.DevirtualizePrototypeMethodsTest::testRewritePrototypeMethods2: junit.framework.AssertionFailedError: expected:<[FUNCTION a = function (this:a): ?, NAME JSCompiler_StaticMethods_foo$self = a, FUNCTION JSCompiler_StaticMethods_foo = function (a): number, NAME JSCompiler_StaticMethods_bar$self = a, FUNCTION JSCompiler_StaticMethods_bar = function (a, number): number, FUNCTION JSCompiler_StaticMethods_baz = function (a): ?, NEW a = a, CALL JSCompiler_StaticMethods_foo = number, CALL JSCompiler_StaticMethods_bar = number, CALL JSCompiler_StaticMethods_baz = ?]> but was:<[FUNCTION a = function (this:a): ?, NAME JSCompiler_StaticMethods_foo$self = null, FUNCTION JSCompiler_StaticMethods_foo = function (a): number, NAME JSCompiler_StaticMethods_bar$self = null, FUNCTION JSCompiler_StaticMethods_bar = function (a, number): number, FUNCTION JSCompiler_StaticMethods_baz = function (a): ?, NEW a = a, CALL JSCompiler_StaticMethods_foo = number, CALL JSCompiler_StaticMethods_bar = number, CALL JSCompiler_StaticMethods_baz = ?]>; com.google.javascript.jscomp.TypeCheckTest::testGoodExtends9: junit.framework.AssertionFailedError: unexpected warnings(s):",com.google.javascript.jscomp.DevirtualizePrototypeMethods; com.google.javascript.rhino.jstype.FunctionType,
Closure,136,functional,103,938f48a60c544f6b7bdb5d49006f654a51ca9a22,2010-03-16 22:53:04 +0000,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-103.json,4,2,"com.google.javascript.jscomp.InlineGettersTest::testIssue2508576_1: junit.framework.ComparisonFailure: expected:<[({a:alert,b:alert}).a(""a"")]> but was:<[]>; com.google.javascript.jscomp.InlineGettersTest::testIssue2508576_3: java.lang.RuntimeException: INTERNAL COMPILER ERROR.; com.google.javascript.jscomp.MethodCheckTest::testSeparateMethods: junit.framework.AssertionFailedError: Unexpected error(s): JSC_WRONG_ARGUMENT_COUNT. Function oneOrTwoArg2: called with 3 argument(s). All definitions of this function require at least 1 argument(s) and no more than 2 argument(s). at testcode line 1 expected:<0> but was:<1>; com.google.javascript.jscomp.RenameVarsTest::testDollarSignSuperExport2: junit.framework.AssertionFailedError:",com.google.javascript.jscomp.MethodCompilerPass; com.google.javascript.jscomp.RenameVars,
Closure,137,functional,124,da30f170f29e983f014fb029fe5779bfd5d3b04f,2010-03-18 22:51:03 +0000,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-124.json,5,3,com.google.javascript.jscomp.MakeDeclaredNamesUniqueTest::testOnlyInversion3: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.MakeDeclaredNamesUniqueTest::testOnlyInversion4: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.MakeDeclaredNamesUniqueTest::testArguments: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.MakeDeclaredNamesUniqueTest::testMakeLocalNamesUniqueWithContext1: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.NormalizeTest::testRemoveDuplicateVarDeclarations2: junit.framework.AssertionFailedError:,com.google.javascript.jscomp.MakeDeclaredNamesUnique; com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.Normalize,
Closure,138,functional,124,1f5edbcd2b5b09ec59151137e643d9ce75ef1055,2010-03-18 23:07:23 +0000,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-124.json,5,2,com.google.javascript.jscomp.ClosureReverseAbstractInterpreterTest::testGoogIsArrayOnNull: junit.framework.AssertionFailedError: expected:<Array> but was:<null>; com.google.javascript.jscomp.ClosureReverseAbstractInterpreterTest::testGoogIsFunctionOnNull: junit.framework.AssertionFailedError: expected:<Function> but was:<null>; com.google.javascript.jscomp.ClosureReverseAbstractInterpreterTest::testGoogIsObjectOnNull: junit.framework.AssertionFailedError: expected:<Object> but was:<null>; com.google.javascript.jscomp.TypeCheckTest::testIssue124b: junit.framework.ComparisonFailure: expected:<...tes to false; com.google.javascript.jscomp.TypeCheckTest::testIssue124: junit.framework.AssertionFailedError: unexpected warnings(s):,com.google.javascript.jscomp.ClosureReverseAbstractInterpreter; com.google.javascript.jscomp.TypeInference,
Closure,139,functional,33,b347ce3a71e23a4ab92dc0a6c07d43e2f497c953,2010-03-22 22:55:34 +0000,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-33.json,3,1,com.google.javascript.jscomp.NormalizeTest::testNormalizeFunctionDeclarations: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.NormalizeTest::testRemoveDuplicateVarDeclarations3: junit.framework.AssertionFailedError: Unexpected error(s): JSC_VAR_MULTIPLY_DECLARED_ERROR. Variable f first declared in testcode at testcode line 1 expected:<0> but was:<1>; com.google.javascript.jscomp.NormalizeTest::testMoveFunctions2: junit.framework.AssertionFailedError:,com.google.javascript.jscomp.Normalize,
Closure,140,functional,126,a70a7c599e53a7752cf4b9e6e82b4408c3c4c04b,2010-03-23 05:51:47 +0000,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-126.json,1,1,com.google.javascript.jscomp.CrossModuleCodeMotionTest::testEmptyModule: junit.framework.AssertionFailedError: compiler.reportCodeChange() was called even though nothing changed,com.google.javascript.jscomp.Compiler,
Closure,141,functional,116,3ce4716848eb71b6e78a4545a2cc0c27e74a29b3,2010-03-25 15:58:20 +0000,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-116.json,8,2,"com.google.javascript.jscomp.ExpresssionDecomposerTest::testCanExposeExpression2: junit.framework.AssertionFailedError: expected:<MOVABLE> but was:<DECOMPOSABLE>; com.google.javascript.jscomp.ExpresssionDecomposerTest::testCanExposeExpression7: junit.framework.AssertionFailedError: expected:<MOVABLE> but was:<DECOMPOSABLE>; com.google.javascript.jscomp.InlineFunctionsTest::testDecomposeAnonymousInCall: java.lang.IllegalStateException: Call site missed.; com.google.javascript.jscomp.PureFunctionIdentifierTest::testCallFunctionFOrGViaHookWithSideEffects: junit.framework.AssertionFailedError: expected:<[(g : g), k]> but was:<[]>; com.google.javascript.jscomp.PureFunctionIdentifierTest::testCallFunctionForGorH: junit.framework.AssertionFailedError: expected:<[(f : (g || h)), i]> but was:<[]>; com.google.javascript.jscomp.PureFunctionIdentifierTest::testCallFunctionFOrG: junit.framework.AssertionFailedError: expected:<[(f || g), h]> but was:<[]>; com.google.javascript.jscomp.PureFunctionIdentifierTest::testCallFunctionFOrGViaHook: junit.framework.AssertionFailedError: expected:<[(f : g), h]> but was:<[]>; com.google.javascript.jscomp.PureFunctionIdentifierTest::testCallFunctionFOrGWithSideEffects: junit.framework.AssertionFailedError: expected:<[(g || g), k]> but was:<[]>",com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.PureFunctionIdentifier,
Closure,142,functional,58,c25df7eca2462861bf42ad8b74215099c3f81ae6,2010-04-06 06:58:16 +0000,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-58.json,2,2,com.google.javascript.jscomp.CoalesceVariableNamesTest::testParameter4: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testParseLicenseWithAnnotation: junit.framework.ComparisonFailure: expected:< Foo,com.google.javascript.jscomp.CoalesceVariableNames; com.google.javascript.jscomp.parsing.JsDocInfoParser,
Closure,143,functional,139,7eaa0d8eca2549742649af34671eaf3da83b5c08,2010-04-07 18:34:02 +0000,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-139.json,3,2,"com.google.javascript.jscomp.CommandLineRunnerTest::testDefineFlag3: java.lang.RuntimeException: --define flag syntax invalid: FOO=""x'""; com.google.javascript.jscomp.RemoveConstantExpressionsTest::testCall1: junit.framework.AssertionFailedError:; com.google.javascript.jscomp.RemoveConstantExpressionsTest::testNew1: junit.framework.AssertionFailedError:",com.google.javascript.jscomp.AbstractCommandLineRunner; com.google.javascript.jscomp.RemoveConstantExpressions,
